105.716284372 -76.4853580027 46.1555099487
106.705766703 -76.4159774544 46.2284393311
107.684800992 -76.3425073832 46.350440979
65.3517738303 -75.9458431519 44.0157546997
66.2600596658 -76.0476978926 44.3053855896
102.938723668 -76.9117924149 47.8563308716
103.975151863 -76.8539608511 47.0663909912
105.002079483 -76.7917867161 46.4458961487
106.018966805 -76.7253309234 46.4746627808
107.025310247 -76.6546573267 46.7191925049
108.020642993 -76.5798324438 46.9321403503
109.004535344 -76.5009251817 46.9634628296
109.976594799 -76.4180065615 46.8875656128
62.2275988501 -75.8394519194 45.3883209229
63.1056258387 -75.9535697737 45.0397758484
63.9979633691 -76.06426191 44.7419776917
64.9045030041 -76.1714462509 44.4351043701
65.8251038639 -76.2750407959 44.8787498474
66.7595911101 -76.3749638382 45.334941864
67.7077545347 -76.471134195 45.5299415588
68.6693472759 -76.5634714511 45.5847549438
69.6440846872 -76.6518962154 45.8906707764
70.6316433833 -76.7363303879 46.1396827698
71.6316604898 -76.8166974372 45.9492149353
72.6437331195 -76.8929226863 45.824306488
73.667418099 -76.9649336045 46.5279388428
74.7022319696 -77.0326601047 47.2067489624
75.7476512786 -77.0960348416 47.2796211243
76.8031131806 -77.1549935108 47.3506851196
77.8680163607 -77.2094751444 48.4563179016
78.9417222886 -77.2594224003 49.6000022888
80.023556809 -77.3047818445 50.3974342346
81.1128120665 -77.3455042195 50.9901847839
82.2087487603 -77.3815447005 50.9473724365
83.3105987167 -77.412863132 50.8383102417
84.4175677622 -77.4394242454 51.2121200562
85.5288388739 -77.4611978536 51.7146339417
86.6435755807 -77.4781590193 51.7123641968
87.7609255796 -77.4902881966 51.6120300293
88.8800245327 -77.4975713429 51.3387298584
90.0 -77.5 50.9296684265
91.1199754673 -77.4975713429 50.3901252747
92.2390744204 -77.4902881966 49.9385604858
93.3564244193 -77.4781590193 50.0846977234
94.4711611261 -77.4611978536 50.2632026672
95.5824322378 -77.4394242454 50.2206916809
96.6894012833 -77.412863132 50.1050338745
97.7912512397 -77.3815447005 50.0415802002
99.976443191 -77.3047818445 49.8423690796
101.058277711 -77.2594224003 49.6857910156
102.131983639 -77.2094751444 49.4492950439
103.196886819 -77.1549935108 48.8063163757
104.252348721 -77.0960348416 47.6898727417
105.29776803 -77.0326601047 46.7420310974
106.332581901 -76.9649336045 47.1029510498
107.356266881 -76.8929226863 47.612285614
108.36833951 -76.8166974372 47.8641891479
109.368356617 -76.7363303879 47.7257423401
110.355915313 -76.6518962154 47.4969863892
