,,,X,Y,FA,Z,FACP
33664,282500,-967500,-66.9403152466,750,0,750,1
33665,287500,-967500,-64.6843338013,750,0,750,1
33666,292500,-967500,-59.9951934814,750,0,750,1
33667,297500,-967500,-53.8577880859,750,0,750,1
33668,302500,-967500,-46.4244308472,750,0,750,1
33669,307500,-967500,-39.5106887817,750,0,750,1
33670,312500,-967500,-33.8796386719,750,0,750,1
33671,317500,-967500,-28.2458820343,750,0,750,1
33672,322500,-967500,-22.5670261383,750,0,750,1
33673,327500,-967500,-17.4332237244,750,0,750,1
33674,332500,-967500,-14.0104551315,750,0,750,1
33675,337500,-967500,-11.9520864487,750,0,750,1
33676,342500,-967500,,750,0,750,1
33677,347500,-967500,,750,0,750,1
33678,352500,-967500,,750,0,750,1
33679,357500,-967500,,750,0,750,1
33680,362500,-967500,,750,0,750,1
33681,367500,-967500,,750,0,750,1
33682,372500,-967500,,750,0,750,1
33683,377500,-967500,,750,0,750,1
33684,382500,-967500,,750,0,750,1
33685,387500,-967500,,750,0,750,1
33686,392500,-967500,,750,0,750,1
33687,397500,-967500,,750,0,750,1
33688,402500,-967500,,750,0,750,1
33689,407500,-967500,,750,0,750,1
33690,412500,-967500,,750,0,750,1
33691,417500,-967500,,750,0,750,1
33692,422500,-967500,,750,0,750,1
33693,427500,-967500,,750,0,750,1
33694,432500,-967500,,750,0,750,1
33695,437500,-967500,,750,0,750,1
33696,442500,-967500,,750,0,750,1
33697,447500,-967500,,750,0,750,1
33698,452500,-967500,,750,0,750,1
33699,457500,-967500,,750,0,750,1
33700,462500,-967500,,750,0,750,1
33701,467500,-967500,,750,0,750,1
33702,472500,-967500,,750,0,750,1
33703,477500,-967500,,750,0,750,1
33704,482500,-967500,,750,0,750,1
33705,487500,-967500,,750,0,750,1
33706,492500,-967500,,750,0,750,1
33707,497500,-967500,,750,0,750,1
33708,502500,-967500,,750,0,750,1
33709,507500,-967500,,750,0,750,1
33710,512500,-967500,,750,0,750,1
33711,517500,-967500,,750,0,750,1
33712,522500,-967500,,750,0,750,1
33713,527500,-967500,,750,0,750,1
33714,532500,-967500,,750,0,750,1
33715,537500,-967500,,750,0,750,1
33716,542500,-967500,,750,0,750,1
33717,547500,-967500,,750,0,750,1
33718,552500,-967500,,750,0,750,1
33719,557500,-967500,,750,0,750,1
33720,562500,-967500,,750,0,750,1
33721,567500,-967500,,750,0,750,1
33722,572500,-967500,,750,0,750,1
33723,577500,-967500,,750,0,750,1
33724,582500,-967500,,750,0,750,1
33725,587500,-967500,,750,0,750,1
33726,592500,-967500,,750,0,750,1
33727,597500,-967500,,750,0,750,1
33728,-757500,-972500,,750,0,750,1
33729,-752500,-972500,,750,0,750,1
33730,-747500,-972500,,750,0,750,1
33731,-742500,-972500,,750,0,750,1
33732,-737500,-972500,,750,0,750,1
33733,-732500,-972500,,750,0,750,1
33734,-727500,-972500,,750,0,750,1
33735,-722500,-972500,,750,0,750,1
33736,-717500,-972500,,750,0,750,1
33737,-712500,-972500,,750,0,750,1
33738,-707500,-972500,,750,0,750,1
33739,-702500,-972500,,750,0,750,1
33740,-697500,-972500,,750,0,750,1
33741,-692500,-972500,,750,0,750,1
33742,-687500,-972500,,750,0,750,1
33743,-682500,-972500,,750,0,750,1
33744,-677500,-972500,,750,0,750,1
33745,-672500,-972500,,750,0,750,1
33746,-667500,-972500,,750,0,750,1
33747,-662500,-972500,,750,0,750,1
33748,-657500,-972500,,750,0,750,1
33749,-652500,-972500,,750,0,750,1
33750,-647500,-972500,,750,0,750,1
33751,-642500,-972500,,750,0,750,1
33752,-637500,-972500,,750,0,750,1
33753,-632500,-972500,,750,0,750,1
33754,-627500,-972500,,750,0,750,1
33755,-622500,-972500,,750,0,750,1
33756,-617500,-972500,,750,0,750,1
33757,-612500,-972500,,750,0,750,1
33758,-607500,-972500,,750,0,750,1
33759,-602500,-972500,,750,0,750,1
33760,-597500,-972500,,750,0,750,1
33761,-592500,-972500,,750,0,750,1
33762,-587500,-972500,,750,0,750,1
33763,-582500,-972500,,750,0,750,1
33764,-577500,-972500,,750,0,750,1
33765,-572500,-972500,,750,0,750,1
33766,-567500,-972500,-50.547580719,750,0,750,1
33767,-562500,-972500,-50.3822784424,750,0,750,1
33768,-557500,-972500,-50.4247169495,750,0,750,1
33769,-552500,-972500,-50.727684021,750,0,750,1
33770,-547500,-972500,-51.3409385681,750,0,750,1
33771,-542500,-972500,-52.288860321,750,0,750,1
33772,-537500,-972500,-53.6227760315,750,0,750,1
33773,-532500,-972500,-55.3817100525,750,0,750,1
33774,-527500,-972500,-57.1586074829,750,0,750,1
33775,-522500,-972500,-58.9581756592,750,0,750,1
33776,-517500,-972500,-61.057674408,750,0,750,1
33777,-512500,-972500,-63.1760978699,750,0,750,1
33778,-507500,-972500,-64.5026855469,750,0,750,1
33779,-502500,-972500,-64.5546188354,750,0,750,1
33780,-497500,-972500,-64.8465499878,750,0,750,1
33781,-492500,-972500,-65.4021682739,750,0,750,1
33782,-487500,-972500,-66.1128692627,750,0,750,1
33783,-482500,-972500,-65.524520874,750,0,750,1
33784,-477500,-972500,-62.6272544861,750,0,750,1
33785,-472500,-972500,-58.7230567932,750,0,750,1
33786,-467500,-972500,-55.6655158997,750,0,750,1
33787,-462500,-972500,-54.3759269714,750,0,750,1
33788,-457500,-972500,-53.4116859436,750,0,750,1
33789,-452500,-972500,-52.4304237366,750,0,750,1
33790,-447500,-972500,-51.3929481506,750,0,750,1
33791,-442500,-972500,-51.0472679138,750,0,750,1
33792,-437500,-972500,-51.5392456055,750,0,750,1
33793,-432500,-972500,-52.1271018982,750,0,750,1
33794,-427500,-972500,-52.9738388062,750,0,750,1
33795,-422500,-972500,-54.5205917358,750,0,750,1
33796,-417500,-972500,-55.4040412903,750,0,750,1
33797,-412500,-972500,-55.3076133728,750,0,750,1
33798,-407500,-972500,-54.0962295532,750,0,750,1
33799,-402500,-972500,-52.5576858521,750,0,750,1
33800,-397500,-972500,-52.026763916,750,0,750,1
33801,-392500,-972500,-52.5140266418,750,0,750,1
33802,-387500,-972500,-53.8697319031,750,0,750,1
33803,-382500,-972500,-54.9824676514,750,0,750,1
33804,-377500,-972500,-55.5765457153,750,0,750,1
33805,-372500,-972500,-54.9976348877,750,0,750,1
33806,-367500,-972500,-53.2825317383,750,0,750,1
33807,-362500,-972500,-50.9423904419,750,0,750,1
33808,-357500,-972500,-48.8285827637,750,0,750,1
33809,-352500,-972500,-47.2493286133,750,0,750,1
33810,-347500,-972500,-46.1311988831,750,0,750,1
33811,-342500,-972500,-46.0133628845,750,0,750,1
33812,-337500,-972500,-46.0145454407,750,0,750,1
33813,-332500,-972500,-45.4301834106,750,0,750,1
33814,-327500,-972500,-44.6262321472,750,0,750,1
33815,-322500,-972500,-43.0853614807,750,0,750,1
33816,-317500,-972500,-40.0612754822,750,0,750,1
33817,-312500,-972500,-35.6610107422,750,0,750,1
33818,-307500,-972500,-30.6217746735,750,0,750,1
33819,-302500,-972500,-25.5196380615,750,0,750,1
33820,-297500,-972500,-21.4115619659,750,0,750,1
33821,-292500,-972500,-19.9661540985,750,0,750,1
33822,-287500,-972500,-19.9260158539,750,0,750,1
33823,-282500,-972500,-20.355884552,750,0,750,1
33824,-277500,-972500,-23.4709873199,750,0,750,1
33825,-272500,-972500,-26.2881469727,750,0,750,1
33826,-267500,-972500,-28.8489170074,750,0,750,1
33827,-262500,-972500,-32.323009491,750,0,750,1
33828,-257500,-972500,-35.2441978455,750,0,750,1
33829,-252500,-972500,-37.4212379456,750,0,750,1
33830,-247500,-972500,-37.5335121155,750,0,750,1
33831,-242500,-972500,-37.3461837769,750,0,750,1
33832,-237500,-972500,-37.5307159424,750,0,750,1
33833,-232500,-972500,-37.3101615906,750,0,750,1
33834,-227500,-972500,-37.1259155273,750,0,750,1
33835,-222500,-972500,-37.4795684814,750,0,750,1
33836,-217500,-972500,-38.0067520142,750,0,750,1
33837,-212500,-972500,-38.7185974121,750,0,750,1
33838,-207500,-972500,-39.4399414063,750,0,750,1
33839,-202500,-972500,-40.6663246155,750,0,750,1
33840,-197500,-972500,-42.266872406,750,0,750,1
33841,-192500,-972500,-43.5335006714,750,0,750,1
33842,-187500,-972500,-43.8855056763,750,0,750,1
33843,-182500,-972500,-43.3807907104,750,0,750,1
33844,-177500,-972500,-42.7110214233,750,0,750,1
33845,-172500,-972500,-42.2870101929,750,0,750,1
33846,-167500,-972500,-41.8731956482,750,0,750,1
33847,-162500,-972500,-42.054599762,750,0,750,1
33848,-157500,-972500,-44.9546852112,750,0,750,1
33849,-152500,-972500,-48.7541007996,750,0,750,1
33850,-147500,-972500,-50.4244003296,750,0,750,1
33851,-142500,-972500,-49.3711166382,750,0,750,1
33852,-137500,-972500,-46.3956184387,750,0,750,1
33853,-132500,-972500,-42.3372535706,750,0,750,1
33854,-127500,-972500,-38.8013954163,750,0,750,1
33855,-122500,-972500,-37.6904792786,750,0,750,1
33856,-117500,-972500,-38.2004203796,750,0,750,1
33857,-112500,-972500,-39.0565795898,750,0,750,1
33858,-107500,-972500,-40.0127410889,750,0,750,1
33859,-102500,-972500,-40.6885528564,750,0,750,1
33860,-97500,-972500,-42.1411514282,750,0,750,1
33861,-92500,-972500,-45.2910461426,750,0,750,1
33862,-87500,-972500,-49.425819397,750,0,750,1
33863,-82500,-972500,-54.454990387,750,0,750,1
33864,-77500,-972500,-59.6401863098,750,0,750,1
33865,-72500,-972500,-62.1585578918,750,0,750,1
33866,-67500,-972500,-60.4083938599,750,0,750,1
33867,-62500,-972500,-55.3797225952,750,0,750,1
33868,-57500,-972500,-50.2159538269,750,0,750,1
33869,-52500,-972500,-48.7630653381,750,0,750,1
33870,-47500,-972500,-50.2201805115,750,0,750,1
33871,-42500,-972500,-51.6513404846,750,0,750,1
33872,-37500,-972500,-51.938709259,750,0,750,1
33873,-32500,-972500,-50.9194564819,750,0,750,1
33874,-27500,-972500,-48.7889251709,750,0,750,1
33875,-22500,-972500,-46.0571212769,750,0,750,1
33876,-17500,-972500,-43.5707359314,750,0,750,1
33877,-12500,-972500,-41.5577735901,750,0,750,1
33878,-7500,-972500,-38.8685417175,750,0,750,1
33879,-2500,-972500,-34.147518158,750,0,750,1
33880,2500,-972500,-30.2062911987,750,0,750,1
33881,7500,-972500,-28.6134872437,750,0,750,1
33882,12500,-972500,-28.5299358368,750,0,750,1
33883,17500,-972500,-29.0827445984,750,0,750,1
33884,22500,-972500,-28.1343173981,750,0,750,1
33885,27500,-972500,-25.8836479187,750,0,750,1
33886,32500,-972500,-23.698266983,750,0,750,1
33887,37500,-972500,-22.648109436,750,0,750,1
33888,42500,-972500,-22.5796928406,750,0,750,1
33889,47500,-972500,-22.5598430634,750,0,750,1
33890,52500,-972500,-22.1539020538,750,0,750,1
33891,57500,-972500,-22.2727909088,750,0,750,1
33892,62500,-972500,-22.9834327698,750,0,750,1
33893,67500,-972500,-23.8130073547,750,0,750,1
33894,72500,-972500,-24.3018245697,750,0,750,1
33895,77500,-972500,-24.5226860046,750,0,750,1
33896,82500,-972500,-25.1483840942,750,0,750,1
33897,87500,-972500,-25.661857605,750,0,750,1
33898,92500,-972500,-26.3663063049,750,0,750,1
33899,97500,-972500,-28.4083347321,750,0,750,1
33900,102500,-972500,-31.899980545,750,0,750,1
33901,107500,-972500,-37.0950889587,750,0,750,1
33902,112500,-972500,-39.3912239075,750,0,750,1
33903,117500,-972500,-38.7434043884,750,0,750,1
33904,122500,-972500,-38.5063323975,750,0,750,1
33905,127500,-972500,-37.8013687134,750,0,750,1
33906,132500,-972500,-37.6103096008,750,0,750,1
33907,137500,-972500,-37.5601921082,750,0,750,1
33908,142500,-972500,-37.6083602905,750,0,750,1
33909,147500,-972500,-36.854309082,750,0,750,1
33910,152500,-972500,-36.0817375183,750,0,750,1
33911,157500,-972500,-35.8190155029,750,0,750,1
33912,162500,-972500,-35.5337486267,750,0,750,1
33913,167500,-972500,-36.4830322266,750,0,750,1
33914,172500,-972500,-37.9771156311,750,0,750,1
33915,177500,-972500,-39.9176940918,750,0,750,1
33916,182500,-972500,-41.9225006104,750,0,750,1
33917,187500,-972500,-43.3433609009,750,0,750,1
33918,192500,-972500,-44.6670761108,750,0,750,1
33919,197500,-972500,-44.4285469055,750,0,750,1
33920,202500,-972500,-42.3251991272,750,0,750,1
33921,207500,-972500,-39.0105628967,750,0,750,1
33922,212500,-972500,-34.6689338684,750,0,750,1
33923,217500,-972500,-30.6001205444,750,0,750,1
33924,222500,-972500,-27.5871238708,750,0,750,1
33925,227500,-972500,-26.061914444,750,0,750,1
33926,232500,-972500,-26.6592254639,750,0,750,1
33927,237500,-972500,-29.048620224,750,0,750,1
33928,242500,-972500,-32.5558853149,750,0,750,1
33929,247500,-972500,-37.7260704041,750,0,750,1
33930,252500,-972500,-44.6102180481,750,0,750,1
33931,257500,-972500,-50.8354606628,750,0,750,1
33932,262500,-972500,-55.6232872009,750,0,750,1
33933,267500,-972500,-59.5250968933,750,0,750,1
33934,272500,-972500,-63.1961746216,750,0,750,1
33935,277500,-972500,-66.4352264404,750,0,750,1
33936,282500,-972500,-68.1573638916,750,0,750,1
33937,287500,-972500,-67.0190963745,750,0,750,1
33938,292500,-972500,-62.6903152466,750,0,750,1
33939,297500,-972500,-56.6863594055,750,0,750,1
33940,302500,-972500,-49.1894721985,750,0,750,1
33941,307500,-972500,-41.9277534485,750,0,750,1
33942,312500,-972500,-35.5933876038,750,0,750,1
33943,317500,-972500,-28.7800331116,750,0,750,1
33944,322500,-972500,-21.3387641907,750,0,750,1
33945,327500,-972500,-14.1647539139,750,0,750,1
33946,332500,-972500,-9.18007659912,750,0,750,1
33947,337500,-972500,-7.92272520065,750,0,750,1
33948,342500,-972500,-8.21119785309,750,0,750,1
33949,347500,-972500,,750,0,750,1
33950,352500,-972500,,750,0,750,1
33951,357500,-972500,,750,0,750,1
33952,362500,-972500,,750,0,750,1
33953,367500,-972500,,750,0,750,1
33954,372500,-972500,,750,0,750,1
33955,377500,-972500,,750,0,750,1
33956,382500,-972500,,750,0,750,1
33957,387500,-972500,,750,0,750,1
33958,392500,-972500,,750,0,750,1
33959,397500,-972500,,750,0,750,1
33960,402500,-972500,,750,0,750,1
33961,407500,-972500,,750,0,750,1
33962,412500,-972500,,750,0,750,1
33963,417500,-972500,,750,0,750,1
33964,422500,-972500,,750,0,750,1
33965,427500,-972500,,750,0,750,1
33966,432500,-972500,,750,0,750,1
33967,437500,-972500,,750,0,750,1
33968,442500,-972500,,750,0,750,1
33969,447500,-972500,,750,0,750,1
33970,452500,-972500,,750,0,750,1
33971,457500,-972500,,750,0,750,1
33972,462500,-972500,,750,0,750,1
33973,467500,-972500,,750,0,750,1
33974,472500,-972500,,750,0,750,1
33975,477500,-972500,,750,0,750,1
33976,482500,-972500,,750,0,750,1
33977,487500,-972500,,750,0,750,1
33978,492500,-972500,,750,0,750,1
33979,497500,-972500,,750,0,750,1
33980,502500,-972500,,750,0,750,1
33981,507500,-972500,,750,0,750,1
33982,512500,-972500,,750,0,750,1
33983,517500,-972500,,750,0,750,1
33984,522500,-972500,,750,0,750,1
33985,527500,-972500,,750,0,750,1
33986,532500,-972500,,750,0,750,1
33987,537500,-972500,,750,0,750,1
33988,542500,-972500,,750,0,750,1
33989,547500,-972500,,750,0,750,1
33990,552500,-972500,,750,0,750,1
33991,557500,-972500,,750,0,750,1
33992,562500,-972500,,750,0,750,1
33993,567500,-972500,,750,0,750,1
33994,572500,-972500,,750,0,750,1
33995,577500,-972500,,750,0,750,1
33996,582500,-972500,,750,0,750,1
33997,587500,-972500,,750,0,750,1
33998,592500,-972500,,750,0,750,1
33999,597500,-972500,,750,0,750,1
34000,-757500,-977500,,750,0,750,1
34001,-752500,-977500,,750,0,750,1
34002,-747500,-977500,,750,0,750,1
34003,-742500,-977500,,750,0,750,1
34004,-737500,-977500,,750,0,750,1
34005,-732500,-977500,,750,0,750,1
34006,-727500,-977500,,750,0,750,1
34007,-722500,-977500,,750,0,750,1
34008,-717500,-977500,,750,0,750,1
34009,-712500,-977500,,750,0,750,1
34010,-707500,-977500,,750,0,750,1
34011,-702500,-977500,,750,0,750,1
34012,-697500,-977500,,750,0,750,1
34013,-692500,-977500,,750,0,750,1
34014,-687500,-977500,,750,0,750,1
34015,-682500,-977500,,750,0,750,1
34016,-677500,-977500,,750,0,750,1
34017,-672500,-977500,,750,0,750,1
34018,-667500,-977500,,750,0,750,1
34019,-662500,-977500,,750,0,750,1
34020,-657500,-977500,,750,0,750,1
34021,-652500,-977500,,750,0,750,1
34022,-647500,-977500,,750,0,750,1
34023,-642500,-977500,,750,0,750,1
34024,-637500,-977500,,750,0,750,1
34025,-632500,-977500,,750,0,750,1
34026,-627500,-977500,,750,0,750,1
34027,-622500,-977500,,750,0,750,1
34028,-617500,-977500,,750,0,750,1
34029,-612500,-977500,,750,0,750,1
34030,-607500,-977500,,750,0,750,1
34031,-602500,-977500,,750,0,750,1
34032,-597500,-977500,,750,0,750,1
34033,-592500,-977500,,750,0,750,1
34034,-587500,-977500,,750,0,750,1
34035,-582500,-977500,,750,0,750,1
34036,-577500,-977500,,750,0,750,1
34037,-572500,-977500,-50.826374054,750,0,750,1
34038,-567500,-977500,-50.7655754089,750,0,750,1
34039,-562500,-977500,-50.710723877,750,0,750,1
34040,-557500,-977500,-50.846496582,750,0,750,1
34041,-552500,-977500,-51.2473144531,750,0,750,1
34042,-547500,-977500,-51.9410476685,750,0,750,1
34043,-542500,-977500,-52.8737831116,750,0,750,1
34044,-537500,-977500,-54.0706748962,750,0,750,1
34045,-532500,-977500,-55.605922699,750,0,750,1
34046,-527500,-977500,-57.4024887085,750,0,750,1
34047,-522500,-977500,-59.1233177185,750,0,750,1
34048,-517500,-977500,-61.1436157227,750,0,750,1
34049,-512500,-977500,-63.4448013306,750,0,750,1
34050,-507500,-977500,-64.6392669678,750,0,750,1
34051,-502500,-977500,-64.4725646973,750,0,750,1
34052,-497500,-977500,-63.6236457825,750,0,750,1
34053,-492500,-977500,-63.1160469055,750,0,750,1
34054,-487500,-977500,-63.5358581543,750,0,750,1
34055,-482500,-977500,-62.8570556641,750,0,750,1
34056,-477500,-977500,-59.9200286865,750,0,750,1
34057,-472500,-977500,-56.5598983765,750,0,750,1
34058,-467500,-977500,-54.0350074768,750,0,750,1
34059,-462500,-977500,-52.6189002991,750,0,750,1
34060,-457500,-977500,-52.3600196838,750,0,750,1
34061,-452500,-977500,-52.6796531677,750,0,750,1
34062,-447500,-977500,-52.4162940979,750,0,750,1
34063,-442500,-977500,-51.0409164429,750,0,750,1
34064,-437500,-977500,-50.2134857178,750,0,750,1
34065,-432500,-977500,-51.2212905884,750,0,750,1
34066,-427500,-977500,-53.1946907043,750,0,750,1
34067,-422500,-977500,-55.002166748,750,0,750,1
34068,-417500,-977500,-56.0248794556,750,0,750,1
34069,-412500,-977500,-56.0617599487,750,0,750,1
34070,-407500,-977500,-55.1205291748,750,0,750,1
34071,-402500,-977500,-53.3825378418,750,0,750,1
34072,-397500,-977500,-52.1789741516,750,0,750,1
34073,-392500,-977500,-52.6792564392,750,0,750,1
34074,-387500,-977500,-54.3418464661,750,0,750,1
34075,-382500,-977500,-55.893737793,750,0,750,1
34076,-377500,-977500,-56.5931663513,750,0,750,1
34077,-372500,-977500,-55.5481796265,750,0,750,1
34078,-367500,-977500,-53.216999054,750,0,750,1
34079,-362500,-977500,-49.0711402893,750,0,750,1
34080,-357500,-977500,-45.1056442261,750,0,750,1
34081,-352500,-977500,-43.9756546021,750,0,750,1
34082,-347500,-977500,-43.989151001,750,0,750,1
34083,-342500,-977500,-44.2401847839,750,0,750,1
34084,-337500,-977500,-44.7509002686,750,0,750,1
34085,-332500,-977500,-45.1314620972,750,0,750,1
34086,-327500,-977500,-44.8417282104,750,0,750,1
34087,-322500,-977500,-43.620426178,750,0,750,1
34088,-317500,-977500,-41.0739440918,750,0,750,1
34089,-312500,-977500,-37.4759101868,750,0,750,1
34090,-307500,-977500,-33.0045166016,750,0,750,1
34091,-302500,-977500,-28.009021759,750,0,750,1
34092,-297500,-977500,-23.5281867981,750,0,750,1
34093,-292500,-977500,-20.5414085388,750,0,750,1
34094,-287500,-977500,-19.2644100189,750,0,750,1
34095,-282500,-977500,-20.127664566,750,0,750,1
34096,-277500,-977500,-23.1732559204,750,0,750,1
34097,-272500,-977500,-25.7474002838,750,0,750,1
34098,-267500,-977500,-28.0889511108,750,0,750,1
34099,-262500,-977500,-31.1697025299,750,0,750,1
34100,-257500,-977500,-34.2020225525,750,0,750,1
34101,-252500,-977500,-36.5950012207,750,0,750,1
34102,-247500,-977500,-37.8008270264,750,0,750,1
34103,-242500,-977500,-38.4764633179,750,0,750,1
34104,-237500,-977500,-38.252822876,750,0,750,1
34105,-232500,-977500,-37.5486907959,750,0,750,1
34106,-227500,-977500,-37.3388328552,750,0,750,1
34107,-222500,-977500,-37.4816551208,750,0,750,1
34108,-217500,-977500,-37.697052002,750,0,750,1
34109,-212500,-977500,-38.1151161194,750,0,750,1
34110,-207500,-977500,-38.3919563293,750,0,750,1
34111,-202500,-977500,-39.1214981079,750,0,750,1
34112,-197500,-977500,-40.5331115723,750,0,750,1
34113,-192500,-977500,-42.1380615234,750,0,750,1
34114,-187500,-977500,-42.9014892578,750,0,750,1
34115,-182500,-977500,-42.2327842712,750,0,750,1
34116,-177500,-977500,-41.3155403137,750,0,750,1
34117,-172500,-977500,-41.2172088623,750,0,750,1
34118,-167500,-977500,-41.3823776245,750,0,750,1
34119,-162500,-977500,-41.4783592224,750,0,750,1
34120,-157500,-977500,-43.0717315674,750,0,750,1
34121,-152500,-977500,-45.3044013977,750,0,750,1
34122,-147500,-977500,-46.2061195374,750,0,750,1
34123,-142500,-977500,-45.7459640503,750,0,750,1
34124,-137500,-977500,-43.9637756348,750,0,750,1
34125,-132500,-977500,-41.5681266785,750,0,750,1
34126,-127500,-977500,-39.816280365,750,0,750,1
34127,-122500,-977500,-39.3172645569,750,0,750,1
34128,-117500,-977500,-39.6325836182,750,0,750,1
34129,-112500,-977500,-40.5262336731,750,0,750,1
34130,-107500,-977500,-42.0391693115,750,0,750,1
34131,-102500,-977500,-43.8111305237,750,0,750,1
34132,-97500,-977500,-45.7073669434,750,0,750,1
34133,-92500,-977500,-47.1833457947,750,0,750,1
34134,-87500,-977500,-48.8965148926,750,0,750,1
34135,-82500,-977500,-52.079460144,750,0,750,1
34136,-77500,-977500,-56.0815200806,750,0,750,1
34137,-72500,-977500,-59.1230583191,750,0,750,1
34138,-67500,-977500,-60.1655082703,750,0,750,1
34139,-62500,-977500,-58.6473274231,750,0,750,1
34140,-57500,-977500,-54.3199920654,750,0,750,1
34141,-52500,-977500,-51.4804878235,750,0,750,1
34142,-47500,-977500,-50.8772964478,750,0,750,1
34143,-42500,-977500,-50.315826416,750,0,750,1
34144,-37500,-977500,-50.376083374,750,0,750,1
34145,-32500,-977500,-50.4159965515,750,0,750,1
34146,-27500,-977500,-49.4908752441,750,0,750,1
34147,-22500,-977500,-47.1649627686,750,0,750,1
34148,-17500,-977500,-44.3022346497,750,0,750,1
34149,-12500,-977500,-41.6315803528,750,0,750,1
34150,-7500,-977500,-39.0982513428,750,0,750,1
34151,-2500,-977500,-34.7130050659,750,0,750,1
34152,2500,-977500,-31.1179237366,750,0,750,1
34153,7500,-977500,-30.0620098114,750,0,750,1
34154,12500,-977500,-29.7566947937,750,0,750,1
34155,17500,-977500,-29.3983688354,750,0,750,1
34156,22500,-977500,-27.6811656952,750,0,750,1
34157,27500,-977500,-25.5043029785,750,0,750,1
34158,32500,-977500,-24.3295154572,750,0,750,1
34159,37500,-977500,-24.1938419342,750,0,750,1
34160,42500,-977500,-24.1003246307,750,0,750,1
34161,47500,-977500,-24.0016860962,750,0,750,1
34162,52500,-977500,-23.8090705872,750,0,750,1
34163,57500,-977500,-24.1018695831,750,0,750,1
34164,62500,-977500,-25.0473957062,750,0,750,1
34165,67500,-977500,-25.6253890991,750,0,750,1
34166,72500,-977500,-25.5467624664,750,0,750,1
34167,77500,-977500,-24.6342391968,750,0,750,1
34168,82500,-977500,-23.3534393311,750,0,750,1
34169,87500,-977500,-22.7368907928,750,0,750,1
34170,92500,-977500,-23.7050151825,750,0,750,1
34171,97500,-977500,-26.2138996124,750,0,750,1
34172,102500,-977500,-29.5261058807,750,0,750,1
34173,107500,-977500,-34.743686676,750,0,750,1
34174,112500,-977500,-36.9677429199,750,0,750,1
34175,117500,-977500,-36.592956543,750,0,750,1
34176,122500,-977500,-37.4217185974,750,0,750,1
34177,127500,-977500,-37.184223175,750,0,750,1
34178,132500,-977500,-37.0809020996,750,0,750,1
34179,137500,-977500,-37.3516349792,750,0,750,1
34180,142500,-977500,-37.7414665222,750,0,750,1
34181,147500,-977500,-37.8395767212,750,0,750,1
34182,152500,-977500,-37.3800392151,750,0,750,1
34183,157500,-977500,-36.6544380188,750,0,750,1
34184,162500,-977500,-35.7531738281,750,0,750,1
34185,167500,-977500,-35.2996520996,750,0,750,1
34186,172500,-977500,-35.6930580139,750,0,750,1
34187,177500,-977500,-37.3413085938,750,0,750,1
34188,182500,-977500,-39.4482803345,750,0,750,1
34189,187500,-977500,-41.2098960876,750,0,750,1
34190,192500,-977500,-42.864944458,750,0,750,1
34191,197500,-977500,-43.4013786316,750,0,750,1
34192,202500,-977500,-41.8057365417,750,0,750,1
34193,207500,-977500,-38.2418861389,750,0,750,1
34194,212500,-977500,-33.4785804749,750,0,750,1
34195,217500,-977500,-29.5009326935,750,0,750,1
34196,222500,-977500,-24.9704914093,750,0,750,1
34197,227500,-977500,-20.1586723328,750,0,750,1
34198,232500,-977500,-19.2455444336,750,0,750,1
34199,237500,-977500,-22.38697052,750,0,750,1
34200,242500,-977500,-27.782749176,750,0,750,1
34201,247500,-977500,-34.1713256836,750,0,750,1
34202,252500,-977500,-40.7920455933,750,0,750,1
34203,257500,-977500,-47.1575775146,750,0,750,1
34204,262500,-977500,-52.9824066162,750,0,750,1
34205,267500,-977500,-57.7572975159,750,0,750,1
34206,272500,-977500,-61.9606895447,750,0,750,1
34207,277500,-977500,-65.9693832397,750,0,750,1
34208,282500,-977500,-69.5336914063,750,0,750,1
34209,287500,-977500,-69.5329360962,750,0,750,1
34210,292500,-977500,-65.3566436768,750,0,750,1
34211,297500,-977500,-59.8575363159,750,0,750,1
34212,302500,-977500,-53.3535575867,750,0,750,1
34213,307500,-977500,-46.529624939,750,0,750,1
34214,312500,-977500,-39.6626281738,750,0,750,1
34215,317500,-977500,-31.9188499451,750,0,750,1
34216,322500,-977500,-22.6321754456,750,0,750,1
34217,327500,-977500,-12.461353302,750,0,750,1
34218,332500,-977500,-5.80597066879,750,0,750,1
34219,337500,-977500,-4.84690332413,750,0,750,1
34220,342500,-977500,-6.73289489746,750,0,750,1
34221,347500,-977500,,750,0,750,1
34222,352500,-977500,,750,0,750,1
34223,357500,-977500,,750,0,750,1
34224,362500,-977500,,750,0,750,1
34225,367500,-977500,,750,0,750,1
34226,372500,-977500,,750,0,750,1
34227,377500,-977500,,750,0,750,1
34228,382500,-977500,,750,0,750,1
34229,387500,-977500,,750,0,750,1
34230,392500,-977500,,750,0,750,1
34231,397500,-977500,,750,0,750,1
34232,402500,-977500,,750,0,750,1
34233,407500,-977500,,750,0,750,1
34234,412500,-977500,,750,0,750,1
34235,417500,-977500,,750,0,750,1
34236,422500,-977500,,750,0,750,1
34237,427500,-977500,,750,0,750,1
34238,432500,-977500,,750,0,750,1
34239,437500,-977500,,750,0,750,1
34240,442500,-977500,,750,0,750,1
34241,447500,-977500,,750,0,750,1
34242,452500,-977500,,750,0,750,1
34243,457500,-977500,,750,0,750,1
34244,462500,-977500,,750,0,750,1
34245,467500,-977500,,750,0,750,1
