,,,X,Y,FA,Z,FACP
0,-757500,-352500,,750,0,750,1
1,-752500,-352500,,750,0,750,1
2,-747500,-352500,,750,0,750,1
3,-742500,-352500,,750,0,750,1
4,-737500,-352500,,750,0,750,1
5,-732500,-352500,,750,0,750,1
6,-727500,-352500,,750,0,750,1
7,-722500,-352500,,750,0,750,1
8,-717500,-352500,,750,0,750,1
9,-712500,-352500,,750,0,750,1
10,-707500,-352500,,750,0,750,1
11,-702500,-352500,,750,0,750,1
12,-697500,-352500,,750,0,750,1
13,-692500,-352500,,750,0,750,1
14,-687500,-352500,,750,0,750,1
15,-682500,-352500,,750,0,750,1
16,-677500,-352500,,750,0,750,1
17,-672500,-352500,,750,0,750,1
18,-667500,-352500,,750,0,750,1
19,-662500,-352500,,750,0,750,1
20,-657500,-352500,,750,0,750,1
21,-652500,-352500,,750,0,750,1
22,-647500,-352500,,750,0,750,1
23,-642500,-352500,,750,0,750,1
24,-637500,-352500,,750,0,750,1
25,-632500,-352500,,750,0,750,1
26,-627500,-352500,,750,0,750,1
27,-622500,-352500,,750,0,750,1
28,-617500,-352500,,750,0,750,1
29,-612500,-352500,,750,0,750,1
30,-607500,-352500,,750,0,750,1
31,-602500,-352500,,750,0,750,1
32,-597500,-352500,,750,0,750,1
33,-592500,-352500,,750,0,750,1
34,-587500,-352500,,750,0,750,1
35,-582500,-352500,,750,0,750,1
36,-577500,-352500,,750,0,750,1
37,-572500,-352500,,750,0,750,1
38,-567500,-352500,,750,0,750,1
39,-562500,-352500,,750,0,750,1
40,-557500,-352500,,750,0,750,1
41,-552500,-352500,,750,0,750,1
42,-547500,-352500,,750,0,750,1
43,-542500,-352500,,750,0,750,1
44,-537500,-352500,,750,0,750,1
45,-532500,-352500,,750,0,750,1
46,-527500,-352500,,750,0,750,1
47,-522500,-352500,,750,0,750,1
48,-517500,-352500,,750,0,750,1
49,-512500,-352500,,750,0,750,1
50,-507500,-352500,,750,0,750,1
51,-502500,-352500,,750,0,750,1
52,-497500,-352500,,750,0,750,1
53,-492500,-352500,,750,0,750,1
54,-487500,-352500,,750,0,750,1
55,-482500,-352500,,750,0,750,1
56,-477500,-352500,,750,0,750,1
57,-472500,-352500,,750,0,750,1
58,-467500,-352500,,750,0,750,1
59,-462500,-352500,,750,0,750,1
60,-457500,-352500,,750,0,750,1
61,-452500,-352500,,750,0,750,1
62,-447500,-352500,,750,0,750,1
63,-442500,-352500,,750,0,750,1
64,-437500,-352500,,750,0,750,1
65,-432500,-352500,,750,0,750,1
66,-427500,-352500,,750,0,750,1
67,-422500,-352500,,750,0,750,1
68,-417500,-352500,,750,0,750,1
69,-412500,-352500,,750,0,750,1
70,-407500,-352500,,750,0,750,1
71,-402500,-352500,,750,0,750,1
72,-397500,-352500,,750,0,750,1
73,-392500,-352500,,750,0,750,1
74,-387500,-352500,,750,0,750,1
75,-382500,-352500,,750,0,750,1
76,-377500,-352500,,750,0,750,1
77,-372500,-352500,,750,0,750,1
78,-367500,-352500,,750,0,750,1
79,-362500,-352500,,750,0,750,1
80,-357500,-352500,,750,0,750,1
81,-352500,-352500,,750,0,750,1
82,-347500,-352500,,750,0,750,1
83,-342500,-352500,,750,0,750,1
84,-337500,-352500,,750,0,750,1
85,-332500,-352500,,750,0,750,1
86,-327500,-352500,,750,0,750,1
87,-322500,-352500,,750,0,750,1
88,-317500,-352500,,750,0,750,1
89,-312500,-352500,,750,0,750,1
90,-307500,-352500,,750,0,750,1
91,-302500,-352500,,750,0,750,1
92,-297500,-352500,,750,0,750,1
93,-292500,-352500,,750,0,750,1
94,-287500,-352500,,750,0,750,1
95,-282500,-352500,,750,0,750,1
96,-277500,-352500,,750,0,750,1
97,-272500,-352500,,750,0,750,1
98,-267500,-352500,,750,0,750,1
99,-262500,-352500,,750,0,750,1
100,-257500,-352500,,750,0,750,1
101,-252500,-352500,,750,0,750,1
102,-247500,-352500,,750,0,750,1
103,-242500,-352500,,750,0,750,1
104,-237500,-352500,,750,0,750,1
105,-232500,-352500,,750,0,750,1
106,-227500,-352500,,750,0,750,1
107,-222500,-352500,,750,0,750,1
108,-217500,-352500,,750,0,750,1
109,-212500,-352500,,750,0,750,1
110,-207500,-352500,,750,0,750,1
111,-202500,-352500,,750,0,750,1
112,-197500,-352500,,750,0,750,1
113,-192500,-352500,,750,0,750,1
114,-187500,-352500,,750,0,750,1
115,-182500,-352500,,750,0,750,1
116,-177500,-352500,,750,0,750,1
117,-172500,-352500,,750,0,750,1
118,-167500,-352500,,750,0,750,1
119,-162500,-352500,,750,0,750,1
120,-157500,-352500,,750,0,750,1
121,-152500,-352500,,750,0,750,1
122,-147500,-352500,,750,0,750,1
123,-142500,-352500,,750,0,750,1
124,-137500,-352500,,750,0,750,1
125,-132500,-352500,,750,0,750,1
126,-127500,-352500,,750,0,750,1
127,-122500,-352500,,750,0,750,1
128,-117500,-352500,,750,0,750,1
129,-112500,-352500,,750,0,750,1
130,-107500,-352500,,750,0,750,1
131,-102500,-352500,,750,0,750,1
132,-97500,-352500,,750,0,750,1
133,-92500,-352500,,750,0,750,1
134,-87500,-352500,,750,0,750,1
135,-82500,-352500,,750,0,750,1
136,-77500,-352500,,750,0,750,1
137,-72500,-352500,,750,0,750,1
138,-67500,-352500,,750,0,750,1
139,-62500,-352500,,750,0,750,1
140,-57500,-352500,,750,0,750,1
141,-52500,-352500,,750,0,750,1
142,-47500,-352500,,750,0,750,1
143,-42500,-352500,,750,0,750,1
144,-37500,-352500,,750,0,750,1
145,-32500,-352500,,750,0,750,1
146,-27500,-352500,,750,0,750,1
147,-22500,-352500,,750,0,750,1
148,-17500,-352500,,750,0,750,1
149,-12500,-352500,,750,0,750,1
150,-7500,-352500,,750,0,750,1
151,-2500,-352500,,750,0,750,1
152,2500,-352500,,750,0,750,1
153,7500,-352500,,750,0,750,1
154,12500,-352500,,750,0,750,1
155,17500,-352500,,750,0,750,1
156,22500,-352500,,750,0,750,1
157,27500,-352500,,750,0,750,1
158,32500,-352500,,750,0,750,1
159,37500,-352500,,750,0,750,1
160,42500,-352500,,750,0,750,1
161,47500,-352500,,750,0,750,1
162,52500,-352500,,750,0,750,1
163,57500,-352500,,750,0,750,1
164,62500,-352500,,750,0,750,1
165,67500,-352500,,750,0,750,1
166,72500,-352500,,750,0,750,1
167,77500,-352500,,750,0,750,1
168,82500,-352500,,750,0,750,1
169,87500,-352500,,750,0,750,1
170,92500,-352500,,750,0,750,1
171,97500,-352500,,750,0,750,1
172,102500,-352500,,750,0,750,1
173,107500,-352500,,750,0,750,1
174,112500,-352500,,750,0,750,1
175,117500,-352500,,750,0,750,1
176,122500,-352500,,750,0,750,1
177,127500,-352500,,750,0,750,1
178,132500,-352500,,750,0,750,1
179,137500,-352500,,750,0,750,1
180,142500,-352500,,750,0,750,1
181,147500,-352500,,750,0,750,1
182,152500,-352500,,750,0,750,1
183,157500,-352500,,750,0,750,1
184,162500,-352500,,750,0,750,1
185,167500,-352500,,750,0,750,1
186,172500,-352500,,750,0,750,1
187,177500,-352500,,750,0,750,1
188,182500,-352500,,750,0,750,1
189,187500,-352500,,750,0,750,1
190,192500,-352500,,750,0,750,1
191,197500,-352500,,750,0,750,1
192,202500,-352500,,750,0,750,1
193,207500,-352500,,750,0,750,1
194,212500,-352500,,750,0,750,1
195,217500,-352500,,750,0,750,1
196,222500,-352500,,750,0,750,1
197,227500,-352500,,750,0,750,1
198,232500,-352500,,750,0,750,1
199,237500,-352500,,750,0,750,1
200,242500,-352500,,750,0,750,1
201,247500,-352500,,750,0,750,1
202,252500,-352500,,750,0,750,1
203,257500,-352500,,750,0,750,1
204,262500,-352500,,750,0,750,1
205,267500,-352500,,750,0,750,1
206,272500,-352500,,750,0,750,1
207,277500,-352500,,750,0,750,1
208,282500,-352500,,750,0,750,1
209,287500,-352500,,750,0,750,1
210,292500,-352500,,750,0,750,1
211,297500,-352500,,750,0,750,1
212,302500,-352500,,750,0,750,1
213,307500,-352500,,750,0,750,1
214,312500,-352500,,750,0,750,1
215,317500,-352500,,750,0,750,1
216,322500,-352500,,750,0,750,1
217,327500,-352500,,750,0,750,1
218,332500,-352500,,750,0,750,1
219,337500,-352500,,750,0,750,1
220,342500,-352500,,750,0,750,1
221,347500,-352500,,750,0,750,1
222,352500,-352500,,750,0,750,1
223,357500,-352500,,750,0,750,1
224,362500,-352500,,750,0,750,1
225,367500,-352500,,750,0,750,1
226,372500,-352500,,750,0,750,1
227,377500,-352500,,750,0,750,1
228,382500,-352500,,750,0,750,1
229,387500,-352500,,750,0,750,1
230,392500,-352500,,750,0,750,1
231,397500,-352500,,750,0,750,1
232,402500,-352500,,750,0,750,1
233,407500,-352500,,750,0,750,1
234,412500,-352500,,750,0,750,1
235,417500,-352500,,750,0,750,1
236,422500,-352500,,750,0,750,1
237,427500,-352500,,750,0,750,1
238,432500,-352500,,750,0,750,1
239,437500,-352500,,750,0,750,1
240,442500,-352500,,750,0,750,1
241,447500,-352500,,750,0,750,1
242,452500,-352500,,750,0,750,1
243,457500,-352500,,750,0,750,1
244,462500,-352500,,750,0,750,1
245,467500,-352500,,750,0,750,1
246,472500,-352500,,750,0,750,1
247,477500,-352500,,750,0,750,1
248,482500,-352500,,750,0,750,1
249,487500,-352500,,750,0,750,1
250,492500,-352500,,750,0,750,1
251,497500,-352500,,750,0,750,1
252,502500,-352500,,750,0,750,1
253,507500,-352500,,750,0,750,1
254,512500,-352500,,750,0,750,1
255,517500,-352500,,750,0,750,1
256,522500,-352500,,750,0,750,1
257,527500,-352500,,750,0,750,1
258,532500,-352500,,750,0,750,1
259,537500,-352500,,750,0,750,1
260,542500,-352500,,750,0,750,1
261,547500,-352500,,750,0,750,1
262,552500,-352500,,750,0,750,1
263,557500,-352500,,750,0,750,1
264,562500,-352500,,750,0,750,1
265,567500,-352500,,750,0,750,1
266,572500,-352500,,750,0,750,1
267,577500,-352500,,750,0,750,1
268,582500,-352500,,750,0,750,1
269,587500,-352500,,750,0,750,1
270,592500,-352500,,750,0,750,1
271,597500,-352500,,750,0,750,1
272,-757500,-357500,,750,0,750,1
273,-752500,-357500,,750,0,750,1
274,-747500,-357500,,750,0,750,1
275,-742500,-357500,,750,0,750,1
276,-737500,-357500,,750,0,750,1
277,-732500,-357500,,750,0,750,1
278,-727500,-357500,,750,0,750,1
279,-722500,-357500,,750,0,750,1
280,-717500,-357500,,750,0,750,1
281,-712500,-357500,,750,0,750,1
282,-707500,-357500,,750,0,750,1
283,-702500,-357500,,750,0,750,1
284,-697500,-357500,,750,0,750,1
285,-692500,-357500,,750,0,750,1
286,-687500,-357500,,750,0,750,1
287,-682500,-357500,,750,0,750,1
288,-677500,-357500,,750,0,750,1
289,-672500,-357500,,750,0,750,1
290,-667500,-357500,,750,0,750,1
291,-662500,-357500,,750,0,750,1
292,-657500,-357500,,750,0,750,1
293,-652500,-357500,,750,0,750,1
294,-647500,-357500,,750,0,750,1
295,-642500,-357500,,750,0,750,1
296,-637500,-357500,,750,0,750,1
297,-632500,-357500,,750,0,750,1
298,-627500,-357500,,750,0,750,1
299,-622500,-357500,,750,0,750,1
300,-617500,-357500,,750,0,750,1
301,-612500,-357500,,750,0,750,1
302,-607500,-357500,,750,0,750,1
303,-602500,-357500,,750,0,750,1
304,-597500,-357500,,750,0,750,1
305,-592500,-357500,,750,0,750,1
306,-587500,-357500,,750,0,750,1
307,-582500,-357500,,750,0,750,1
308,-577500,-357500,,750,0,750,1
309,-572500,-357500,,750,0,750,1
310,-567500,-357500,,750,0,750,1
311,-562500,-357500,,750,0,750,1
312,-557500,-357500,,750,0,750,1
313,-552500,-357500,,750,0,750,1
314,-547500,-357500,,750,0,750,1
315,-542500,-357500,,750,0,750,1
316,-537500,-357500,,750,0,750,1
317,-532500,-357500,,750,0,750,1
318,-527500,-357500,,750,0,750,1
319,-522500,-357500,,750,0,750,1
320,-517500,-357500,,750,0,750,1
321,-512500,-357500,,750,0,750,1
322,-507500,-357500,,750,0,750,1
323,-502500,-357500,,750,0,750,1
324,-497500,-357500,,750,0,750,1
325,-492500,-357500,,750,0,750,1
326,-487500,-357500,,750,0,750,1
327,-482500,-357500,,750,0,750,1
328,-477500,-357500,,750,0,750,1
329,-472500,-357500,,750,0,750,1
330,-467500,-357500,,750,0,750,1
331,-462500,-357500,,750,0,750,1
332,-457500,-357500,,750,0,750,1
333,-452500,-357500,,750,0,750,1
334,-447500,-357500,,750,0,750,1
335,-442500,-357500,,750,0,750,1
336,-437500,-357500,,750,0,750,1
337,-432500,-357500,,750,0,750,1
338,-427500,-357500,,750,0,750,1
339,-422500,-357500,,750,0,750,1
340,-417500,-357500,,750,0,750,1
341,-412500,-357500,,750,0,750,1
342,-407500,-357500,,750,0,750,1
343,-402500,-357500,,750,0,750,1
344,-397500,-357500,,750,0,750,1
345,-392500,-357500,,750,0,750,1
346,-387500,-357500,,750,0,750,1
347,-382500,-357500,,750,0,750,1
348,-377500,-357500,,750,0,750,1
349,-372500,-357500,,750,0,750,1
350,-367500,-357500,,750,0,750,1
351,-362500,-357500,,750,0,750,1
352,-357500,-357500,,750,0,750,1
353,-352500,-357500,,750,0,750,1
354,-347500,-357500,,750,0,750,1
355,-342500,-357500,,750,0,750,1
356,-337500,-357500,,750,0,750,1
357,-332500,-357500,,750,0,750,1
358,-327500,-357500,,750,0,750,1
359,-322500,-357500,,750,0,750,1
360,-317500,-357500,,750,0,750,1
361,-312500,-357500,,750,0,750,1
362,-307500,-357500,,750,0,750,1
363,-302500,-357500,,750,0,750,1
364,-297500,-357500,,750,0,750,1
365,-292500,-357500,,750,0,750,1
366,-287500,-357500,,750,0,750,1
367,-282500,-357500,,750,0,750,1
368,-277500,-357500,,750,0,750,1
369,-272500,-357500,,750,0,750,1
370,-267500,-357500,,750,0,750,1
371,-262500,-357500,,750,0,750,1
372,-257500,-357500,,750,0,750,1
373,-252500,-357500,,750,0,750,1
374,-247500,-357500,,750,0,750,1
375,-242500,-357500,,750,0,750,1
376,-237500,-357500,,750,0,750,1
377,-232500,-357500,,750,0,750,1
378,-227500,-357500,,750,0,750,1
379,-222500,-357500,,750,0,750,1
380,-217500,-357500,,750,0,750,1
381,-212500,-357500,,750,0,750,1
382,-207500,-357500,,750,0,750,1
383,-202500,-357500,,750,0,750,1
384,-197500,-357500,,750,0,750,1
385,-192500,-357500,,750,0,750,1
386,-187500,-357500,,750,0,750,1
387,-182500,-357500,,750,0,750,1
388,-177500,-357500,,750,0,750,1
389,-172500,-357500,,750,0,750,1
390,-167500,-357500,,750,0,750,1
391,-162500,-357500,,750,0,750,1
392,-157500,-357500,,750,0,750,1
393,-152500,-357500,,750,0,750,1
394,-147500,-357500,,750,0,750,1
395,-142500,-357500,,750,0,750,1
396,-137500,-357500,,750,0,750,1
397,-132500,-357500,,750,0,750,1
398,-127500,-357500,,750,0,750,1
399,-122500,-357500,,750,0,750,1
400,-117500,-357500,,750,0,750,1
401,-112500,-357500,,750,0,750,1
402,-107500,-357500,,750,0,750,1
403,-102500,-357500,,750,0,750,1
404,-97500,-357500,,750,0,750,1
405,-92500,-357500,,750,0,750,1
406,-87500,-357500,,750,0,750,1
407,-82500,-357500,,750,0,750,1
408,-77500,-357500,,750,0,750,1
409,-72500,-357500,,750,0,750,1
410,-67500,-357500,,750,0,750,1
411,-62500,-357500,,750,0,750,1
412,-57500,-357500,,750,0,750,1
413,-52500,-357500,,750,0,750,1
414,-47500,-357500,,750,0,750,1
415,-42500,-357500,,750,0,750,1
416,-37500,-357500,,750,0,750,1
417,-32500,-357500,,750,0,750,1
418,-27500,-357500,,750,0,750,1
419,-22500,-357500,,750,0,750,1
420,-17500,-357500,,750,0,750,1
421,-12500,-357500,,750,0,750,1
422,-7500,-357500,,750,0,750,1
423,-2500,-357500,,750,0,750,1
424,2500,-357500,,750,0,750,1
425,7500,-357500,,750,0,750,1
426,12500,-357500,,750,0,750,1
427,17500,-357500,,750,0,750,1
428,22500,-357500,,750,0,750,1
429,27500,-357500,,750,0,750,1
430,32500,-357500,,750,0,750,1
431,37500,-357500,,750,0,750,1
432,42500,-357500,,750,0,750,1
433,47500,-357500,,750,0,750,1
434,52500,-357500,,750,0,750,1
435,57500,-357500,,750,0,750,1
436,62500,-357500,,750,0,750,1
437,67500,-357500,,750,0,750,1
438,72500,-357500,,750,0,750,1
439,77500,-357500,,750,0,750,1
440,82500,-357500,,750,0,750,1
441,87500,-357500,,750,0,750,1
442,92500,-357500,,750,0,750,1
443,97500,-357500,,750,0,750,1
444,102500,-357500,,750,0,750,1
445,107500,-357500,,750,0,750,1
446,112500,-357500,,750,0,750,1
447,117500,-357500,,750,0,750,1
448,122500,-357500,,750,0,750,1
449,127500,-357500,,750,0,750,1
450,132500,-357500,,750,0,750,1
451,137500,-357500,,750,0,750,1
452,142500,-357500,,750,0,750,1
453,147500,-357500,,750,0,750,1
454,152500,-357500,,750,0,750,1
455,157500,-357500,,750,0,750,1
456,162500,-357500,,750,0,750,1
457,167500,-357500,,750,0,750,1
458,172500,-357500,,750,0,750,1
459,177500,-357500,,750,0,750,1
460,182500,-357500,,750,0,750,1
461,187500,-357500,,750,0,750,1
462,192500,-357500,,750,0,750,1
463,197500,-357500,,750,0,750,1
464,202500,-357500,,750,0,750,1
465,207500,-357500,,750,0,750,1
466,212500,-357500,,750,0,750,1
467,217500,-357500,,750,0,750,1
468,222500,-357500,,750,0,750,1
469,227500,-357500,,750,0,750,1
470,232500,-357500,,750,0,750,1
471,237500,-357500,,750,0,750,1
472,242500,-357500,,750,0,750,1
473,247500,-357500,,750,0,750,1
474,252500,-357500,,750,0,750,1
475,257500,-357500,,750,0,750,1
476,262500,-357500,,750,0,750,1
477,267500,-357500,,750,0,750,1
478,272500,-357500,,750,0,750,1
479,277500,-357500,,750,0,750,1
480,282500,-357500,,750,0,750,1
481,287500,-357500,,750,0,750,1
482,292500,-357500,,750,0,750,1
483,297500,-357500,,750,0,750,1
484,302500,-357500,,750,0,750,1
485,307500,-357500,,750,0,750,1
486,312500,-357500,,750,0,750,1
487,317500,-357500,,750,0,750,1
488,322500,-357500,,750,0,750,1
489,327500,-357500,,750,0,750,1
490,332500,-357500,,750,0,750,1
491,337500,-357500,,750,0,750,1
492,342500,-357500,,750,0,750,1
493,347500,-357500,,750,0,750,1
494,352500,-357500,,750,0,750,1
495,357500,-357500,,750,0,750,1
496,362500,-357500,,750,0,750,1
497,367500,-357500,,750,0,750,1
498,372500,-357500,,750,0,750,1
499,377500,-357500,,750,0,750,1
500,382500,-357500,,750,0,750,1
501,387500,-357500,,750,0,750,1
502,392500,-357500,,750,0,750,1
503,397500,-357500,,750,0,750,1
504,402500,-357500,,750,0,750,1
505,407500,-357500,,750,0,750,1
506,412500,-357500,,750,0,750,1
507,417500,-357500,,750,0,750,1
508,422500,-357500,,750,0,750,1
509,427500,-357500,,750,0,750,1
510,432500,-357500,,750,0,750,1
511,437500,-357500,,750,0,750,1
512,442500,-357500,,750,0,750,1
513,447500,-357500,,750,0,750,1
514,452500,-357500,,750,0,750,1
515,457500,-357500,,750,0,750,1
516,462500,-357500,,750,0,750,1
517,467500,-357500,,750,0,750,1
518,472500,-357500,,750,0,750,1
519,477500,-357500,,750,0,750,1
520,482500,-357500,,750,0,750,1
521,487500,-357500,,750,0,750,1
522,492500,-357500,,750,0,750,1
523,497500,-357500,,750,0,750,1
524,502500,-357500,,750,0,750,1
525,507500,-357500,,750,0,750,1
526,512500,-357500,,750,0,750,1
527,517500,-357500,,750,0,750,1
528,522500,-357500,,750,0,750,1
529,527500,-357500,,750,0,750,1
530,532500,-357500,,750,0,750,1
531,537500,-357500,,750,0,750,1
532,542500,-357500,,750,0,750,1
533,547500,-357500,,750,0,750,1
534,552500,-357500,,750,0,750,1
535,557500,-357500,,750,0,750,1
536,562500,-357500,,750,0,750,1
537,567500,-357500,,750,0,750,1
538,572500,-357500,,750,0,750,1
539,577500,-357500,,750,0,750,1
540,582500,-357500,,750,0,750,1
541,587500,-357500,,750,0,750,1
542,592500,-357500,,750,0,750,1
543,597500,-357500,,750,0,750,1
544,-757500,-362500,,750,0,750,1
545,-752500,-362500,,750,0,750,1
546,-747500,-362500,,750,0,750,1
547,-742500,-362500,,750,0,750,1
548,-737500,-362500,,750,0,750,1
549,-732500,-362500,,750,0,750,1
550,-727500,-362500,,750,0,750,1
551,-722500,-362500,,750,0,750,1
552,-717500,-362500,,750,0,750,1
553,-712500,-362500,,750,0,750,1
554,-707500,-362500,,750,0,750,1
555,-702500,-362500,,750,0,750,1
556,-697500,-362500,,750,0,750,1
557,-692500,-362500,,750,0,750,1
558,-687500,-362500,,750,0,750,1
559,-682500,-362500,,750,0,750,1
560,-677500,-362500,,750,0,750,1
561,-672500,-362500,,750,0,750,1
562,-667500,-362500,,750,0,750,1
563,-662500,-362500,,750,0,750,1
564,-657500,-362500,,750,0,750,1
565,-652500,-362500,,750,0,750,1
566,-647500,-362500,,750,0,750,1
567,-642500,-362500,,750,0,750,1
568,-637500,-362500,,750,0,750,1
569,-632500,-362500,,750,0,750,1
570,-627500,-362500,,750,0,750,1
571,-622500,-362500,,750,0,750,1
572,-617500,-362500,,750,0,750,1
573,-612500,-362500,,750,0,750,1
574,-607500,-362500,,750,0,750,1
575,-602500,-362500,,750,0,750,1
576,-597500,-362500,,750,0,750,1
577,-592500,-362500,,750,0,750,1
578,-587500,-362500,,750,0,750,1
579,-582500,-362500,,750,0,750,1
580,-577500,-362500,,750,0,750,1
581,-572500,-362500,,750,0,750,1
582,-567500,-362500,,750,0,750,1
583,-562500,-362500,,750,0,750,1
584,-557500,-362500,,750,0,750,1
585,-552500,-362500,,750,0,750,1
586,-547500,-362500,,750,0,750,1
587,-542500,-362500,,750,0,750,1
588,-537500,-362500,,750,0,750,1
589,-532500,-362500,,750,0,750,1
590,-527500,-362500,,750,0,750,1
591,-522500,-362500,,750,0,750,1
592,-517500,-362500,,750,0,750,1
593,-512500,-362500,,750,0,750,1
594,-507500,-362500,,750,0,750,1
595,-502500,-362500,,750,0,750,1
596,-497500,-362500,,750,0,750,1
597,-492500,-362500,,750,0,750,1
598,-487500,-362500,,750,0,750,1
599,-482500,-362500,,750,0,750,1
600,-477500,-362500,,750,0,750,1
601,-472500,-362500,,750,0,750,1
602,-467500,-362500,,750,0,750,1
603,-462500,-362500,,750,0,750,1
604,-457500,-362500,,750,0,750,1
605,-452500,-362500,,750,0,750,1
606,-447500,-362500,,750,0,750,1
607,-442500,-362500,,750,0,750,1
608,-437500,-362500,,750,0,750,1
609,-432500,-362500,,750,0,750,1
610,-427500,-362500,,750,0,750,1
611,-422500,-362500,,750,0,750,1
612,-417500,-362500,,750,0,750,1
613,-412500,-362500,,750,0,750,1
614,-407500,-362500,,750,0,750,1
615,-402500,-362500,,750,0,750,1
616,-397500,-362500,,750,0,750,1
617,-392500,-362500,,750,0,750,1
618,-387500,-362500,,750,0,750,1
619,-382500,-362500,,750,0,750,1
620,-377500,-362500,,750,0,750,1
621,-372500,-362500,,750,0,750,1
622,-367500,-362500,,750,0,750,1
623,-362500,-362500,,750,0,750,1
624,-357500,-362500,,750,0,750,1
625,-352500,-362500,,750,0,750,1
626,-347500,-362500,,750,0,750,1
627,-342500,-362500,,750,0,750,1
628,-337500,-362500,,750,0,750,1
629,-332500,-362500,,750,0,750,1
630,-327500,-362500,,750,0,750,1
631,-322500,-362500,,750,0,750,1
632,-317500,-362500,,750,0,750,1
633,-312500,-362500,,750,0,750,1
634,-307500,-362500,,750,0,750,1
635,-302500,-362500,,750,0,750,1
636,-297500,-362500,,750,0,750,1
637,-292500,-362500,,750,0,750,1
638,-287500,-362500,,750,0,750,1
639,-282500,-362500,,750,0,750,1
640,-277500,-362500,,750,0,750,1
641,-272500,-362500,,750,0,750,1
642,-267500,-362500,,750,0,750,1
643,-262500,-362500,,750,0,750,1
644,-257500,-362500,,750,0,750,1
645,-252500,-362500,,750,0,750,1
646,-247500,-362500,,750,0,750,1
647,-242500,-362500,,750,0,750,1
648,-237500,-362500,,750,0,750,1
649,-232500,-362500,,750,0,750,1
650,-227500,-362500,,750,0,750,1
651,-222500,-362500,,750,0,750,1
652,-217500,-362500,,750,0,750,1
653,-212500,-362500,,750,0,750,1
654,-207500,-362500,,750,0,750,1
655,-202500,-362500,,750,0,750,1
656,-197500,-362500,,750,0,750,1
657,-192500,-362500,,750,0,750,1
658,-187500,-362500,,750,0,750,1
659,-182500,-362500,,750,0,750,1
660,-177500,-362500,,750,0,750,1
661,-172500,-362500,,750,0,750,1
662,-167500,-362500,,750,0,750,1
663,-162500,-362500,,750,0,750,1
664,-157500,-362500,,750,0,750,1
665,-152500,-362500,,750,0,750,1
666,-147500,-362500,,750,0,750,1
667,-142500,-362500,,750,0,750,1
668,-137500,-362500,,750,0,750,1
669,-132500,-362500,,750,0,750,1
670,-127500,-362500,,750,0,750,1
671,-122500,-362500,,750,0,750,1
672,-117500,-362500,,750,0,750,1
673,-112500,-362500,,750,0,750,1
674,-107500,-362500,,750,0,750,1
675,-102500,-362500,,750,0,750,1
676,-97500,-362500,,750,0,750,1
677,-92500,-362500,,750,0,750,1
678,-87500,-362500,,750,0,750,1
679,-82500,-362500,,750,0,750,1
680,-77500,-362500,,750,0,750,1
681,-72500,-362500,,750,0,750,1
682,-67500,-362500,,750,0,750,1
683,-62500,-362500,,750,0,750,1
684,-57500,-362500,,750,0,750,1
685,-52500,-362500,,750,0,750,1
686,-47500,-362500,,750,0,750,1
687,-42500,-362500,,750,0,750,1
688,-37500,-362500,,750,0,750,1
689,-32500,-362500,,750,0,750,1
690,-27500,-362500,,750,0,750,1
691,-22500,-362500,,750,0,750,1
692,-17500,-362500,,750,0,750,1
693,-12500,-362500,,750,0,750,1
694,-7500,-362500,,750,0,750,1
695,-2500,-362500,,750,0,750,1
696,2500,-362500,,750,0,750,1
697,7500,-362500,,750,0,750,1
698,12500,-362500,,750,0,750,1
699,17500,-362500,,750,0,750,1
700,22500,-362500,,750,0,750,1
701,27500,-362500,,750,0,750,1
702,32500,-362500,,750,0,750,1
703,37500,-362500,,750,0,750,1
704,42500,-362500,,750,0,750,1
705,47500,-362500,,750,0,750,1
706,52500,-362500,,750,0,750,1
707,57500,-362500,,750,0,750,1
708,62500,-362500,,750,0,750,1
709,67500,-362500,,750,0,750,1
710,72500,-362500,,750,0,750,1
711,77500,-362500,,750,0,750,1
712,82500,-362500,,750,0,750,1
713,87500,-362500,,750,0,750,1
714,92500,-362500,,750,0,750,1
715,97500,-362500,,750,0,750,1
716,102500,-362500,,750,0,750,1
717,107500,-362500,,750,0,750,1
718,112500,-362500,,750,0,750,1
719,117500,-362500,,750,0,750,1
720,122500,-362500,,750,0,750,1
721,127500,-362500,,750,0,750,1
722,132500,-362500,,750,0,750,1
723,137500,-362500,,750,0,750,1
724,142500,-362500,,750,0,750,1
725,147500,-362500,,750,0,750,1
726,152500,-362500,,750,0,750,1
727,157500,-362500,,750,0,750,1
728,162500,-362500,,750,0,750,1
729,167500,-362500,,750,0,750,1
730,172500,-362500,,750,0,750,1
731,177500,-362500,,750,0,750,1
732,182500,-362500,,750,0,750,1
733,187500,-362500,,750,0,750,1
734,192500,-362500,,750,0,750,1
735,197500,-362500,,750,0,750,1
736,202500,-362500,,750,0,750,1
737,207500,-362500,,750,0,750,1
738,212500,-362500,,750,0,750,1
739,217500,-362500,,750,0,750,1
740,222500,-362500,,750,0,750,1
741,227500,-362500,,750,0,750,1
742,232500,-362500,,750,0,750,1
743,237500,-362500,,750,0,750,1
744,242500,-362500,,750,0,750,1
745,247500,-362500,,750,0,750,1
746,252500,-362500,,750,0,750,1
747,257500,-362500,,750,0,750,1
748,262500,-362500,,750,0,750,1
749,267500,-362500,,750,0,750,1
750,272500,-362500,,750,0,750,1
